participant,list,unit,rep_of_unit,object,pair,trial,name,trial_type,expt,phase,condition,gonogo,cue,answer,name_dur_max,trial_start,trial_end,exitflag,response,rt,pas,jitter,max_alpha,rep,eyes_1,eyes_2,version,seed,rt_robo
8,1,1,8,110,102,1,lazy chair,13,practice,name,Not Studied,go,present,NA,30,3263044.59465968,3263051.09879924,Return,NO RESPONSE,6.39251745445654,,11,1,1,0,0,68255c2,1500392081,0.2
8,1,1,8,110,102,1,lazy chair,13,practice,noise,Not Studied,go,present,\ENTER,4,3263127.00677561,3263131.0193235,OK,NO RESPONSE,NaN,,5,1,1,0,0,68255c2,1500392081,0.2
8,1,1,8,110,102,1,lazy chair,13,practice,noise,Not Studied,go,present,\ENTER,4,3263133.97118304,3263137.47340133,Return,Return,3.38017724594101,,5,1,2,0,0,68255c2,1500392081,0.2
8,1,1,8,110,102,1,lazy chair,13,practice,study,Not Studied,go,present,f,NaN,3262634.74560402,3262653.63754856,OK,NO RESPONSE,NaN,,3,0,1,0,0,68255c2,1500392081,0.2
8,1,1,8,110,102,1,lazy chair,13,practice,study,Not Studied,go,present,f,NaN,3262869.09372304,3262879.99057053,OK,f,10.7968939696439,,3,0,2,0,0,68255c2,1500392081,0.2
8,1,1,8,23,53,2,bucket,14,practice,name,Not Studied,nogo,present,NA,30,3263051.22886677,3263055.05127275,Return, ,3.71813360461965,,3,1,1,0,0,68255c2,1500392081,0.2
8,1,1,8,23,53,2,bucket,14,practice,noise,Not Studied,nogo,present,z,4,3263140.48528695,3263144.49783755,OK,NO RESPONSE,NaN,,3,0,1,0,0,68255c2,1500392081,0.2
8,1,1,8,23,53,2,bucket,14,practice,noise,Not Studied,nogo,present,z,4,3263147.30958281,3263156.70554558,OK,NO RESPONSE,NaN,,3,0,2,0,0,68255c2,1500392081,0.2
8,1,1,8,23,53,2,bucket,14,practice,study,Not Studied,nogo,present,f,NaN,3262662.03284967,3262669.99788585,OK,f,7.81106519652531,,8,0,1,0,0,68255c2,1500392081,0.2
8,1,1,8,23,53,2,bucket,14,practice,study,Not Studied,nogo,present,f,NaN,3262883.39277312,3262885.09383714,OK,f,1.59362554363906,,8,0,2,0,0,68255c2,1500392081,0.2
8,1,1,8,39,18,3,mouse,10,practice,name,Not Studied,name,present,NA,30,3263055.18135778,3263059.30396691,Return,NO RESPONSE,4.01340211462229,,1,1,1,0,0,68255c2,1500392081,0.2
8,1,1,8,39,18,3,mouse,10,practice,name,Not Studied,name,present,NA,30,3263163.17963512,3263165.22095741,Return,NO RESPONSE,1.93851357279345,,1,1,2,0,0,68255c2,1500392081,0.2
